               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 175,           0.0082127,           0.0035432,                   0,             0.99998,                   1,               0.995,             0.98556,           0.0046323,           0.0017217,                   0,            0.004258,            0.004258,            0.004258
                 176,           0.0080903,           0.0034736,                   0,             0.99998,                   1,               0.995,             0.98552,            0.004632,           0.0017214,                   0,            0.004225,            0.004225,            0.004225
                 177,           0.0082834,           0.0035658,                   0,             0.99998,                   1,               0.995,             0.98549,           0.0046311,            0.001721,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.008146,           0.0034741,                   0,             0.99998,                   1,               0.995,             0.98549,           0.0046309,           0.0017206,                   0,            0.004159,            0.004159,            0.004159
                 179,           0.0081065,           0.0035351,                   0,             0.99998,                   1,               0.995,             0.98555,           0.0046315,           0.0017206,                   0,            0.004126,            0.004126,            0.004126
                 180,           0.0081494,           0.0035059,                   0,             0.99998,                   1,               0.995,             0.98549,           0.0046317,           0.0017204,                   0,            0.004093,            0.004093,            0.004093
                 181,           0.0081025,           0.0035278,                   0,             0.99998,                   1,               0.995,              0.9855,           0.0046322,           0.0017204,                   0,             0.00406,             0.00406,             0.00406
                 182,           0.0079182,           0.0034287,                   0,             0.99998,                   1,               0.995,             0.98549,           0.0046329,           0.0017201,                   0,            0.004027,            0.004027,            0.004027
                 183,           0.0081377,           0.0034383,                   0,             0.99998,                   1,               0.995,             0.98532,           0.0046335,           0.0017199,                   0,            0.003994,            0.003994,            0.003994
                 184,           0.0080059,           0.0034466,                   0,             0.99998,                   1,               0.995,             0.98544,           0.0046327,           0.0017195,                   0,            0.003961,            0.003961,            0.003961
                 185,           0.0080632,           0.0035033,                   0,             0.99998,                   1,               0.995,             0.98546,           0.0046332,           0.0017192,                   0,            0.003928,            0.003928,            0.003928
                 186,           0.0080116,           0.0034196,                   0,             0.99998,                   1,               0.995,             0.98549,           0.0046335,           0.0017189,                   0,            0.003895,            0.003895,            0.003895
                 187,           0.0079143,           0.0034105,                   0,             0.99998,                   1,               0.995,             0.98537,           0.0046338,           0.0017185,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.008011,            0.003511,                   0,             0.99998,                   1,               0.995,             0.98536,           0.0046341,           0.0017184,                   0,            0.003829,            0.003829,            0.003829
                 189,           0.0079503,           0.0034292,                   0,             0.99998,                   1,               0.995,             0.98542,           0.0046347,           0.0017183,                   0,            0.003796,            0.003796,            0.003796
                 190,             0.00799,           0.0034527,                   0,             0.99998,                   1,               0.995,             0.98531,           0.0046349,            0.001718,                   0,            0.003763,            0.003763,            0.003763
                 191,           0.0079671,           0.0034179,                   0,             0.99998,                   1,               0.995,              0.9853,           0.0046353,           0.0017174,                   0,             0.00373,             0.00373,             0.00373
                 192,           0.0078913,           0.0034328,                   0,             0.99998,                   1,               0.995,             0.98545,           0.0046359,           0.0017168,                   0,            0.003697,            0.003697,            0.003697
                 193,           0.0079682,           0.0034569,                   0,             0.99998,                   1,               0.995,             0.98541,           0.0046362,           0.0017163,                   0,            0.003664,            0.003664,            0.003664
                 194,           0.0078731,           0.0033936,                   0,             0.99998,                   1,               0.995,              0.9855,           0.0046369,           0.0017157,                   0,            0.003631,            0.003631,            0.003631
                 195,           0.0077416,           0.0033832,                   0,             0.99998,                   1,               0.995,             0.98553,           0.0046299,           0.0017144,                   0,            0.003598,            0.003598,            0.003598
                 196,           0.0080438,           0.0034432,                   0,             0.99998,                   1,               0.995,             0.98557,           0.0046308,           0.0017138,                   0,            0.003565,            0.003565,            0.003565
                 197,           0.0078099,           0.0033938,                   0,             0.99998,                   1,               0.995,             0.98591,           0.0046245,           0.0017128,                   0,            0.003532,            0.003532,            0.003532
                 198,           0.0077619,           0.0034438,                   0,             0.99998,                   1,               0.995,             0.98588,           0.0046236,           0.0017123,                   0,            0.003499,            0.003499,            0.003499
                 199,           0.0077646,           0.0033985,                   0,             0.99998,                   1,               0.995,             0.98595,           0.0046232,           0.0017118,                   0,            0.003466,            0.003466,            0.003466
                 200,           0.0077347,           0.0033665,                   0,             0.99998,                   1,               0.995,             0.98609,           0.0046229,           0.0017116,                   0,            0.003433,            0.003433,            0.003433
                 201,           0.0076901,           0.0033678,                   0,             0.99998,                   1,               0.995,             0.98612,           0.0046225,           0.0017111,                   0,              0.0034,              0.0034,              0.0034
                 202,           0.0076354,           0.0033189,                   0,             0.99998,                   1,               0.995,             0.98606,           0.0046228,           0.0017105,                   0,            0.003367,            0.003367,            0.003367
                 203,           0.0077212,           0.0033799,                   0,             0.99998,                   1,               0.995,             0.98618,            0.004623,           0.0017097,                   0,            0.003334,            0.003334,            0.003334
                 204,           0.0076283,           0.0033456,                   0,             0.99998,                   1,               0.995,             0.98606,           0.0046227,            0.001709,                   0,            0.003301,            0.003301,            0.003301
                 205,           0.0076443,           0.0033911,                   0,             0.99998,                   1,               0.995,             0.98607,           0.0046223,           0.0017086,                   0,            0.003268,            0.003268,            0.003268
                 206,           0.0076615,           0.0033217,                   0,             0.99998,                   1,               0.995,             0.98615,           0.0046226,           0.0017082,                   0,            0.003235,            0.003235,            0.003235
                 207,           0.0076041,           0.0033368,                   0,             0.99998,                   1,               0.995,             0.98618,           0.0046197,           0.0017075,                   0,            0.003202,            0.003202,            0.003202
                 208,           0.0076011,           0.0032962,                   0,             0.99998,                   1,               0.995,             0.98633,           0.0046171,           0.0017067,                   0,            0.003169,            0.003169,            0.003169
                 209,           0.0076312,           0.0034002,                   0,             0.99998,                   1,               0.995,             0.98618,           0.0046151,            0.001706,                   0,            0.003136,            0.003136,            0.003136
                 210,           0.0076578,           0.0034007,                   0,             0.99998,                   1,               0.995,             0.98616,            0.004615,           0.0017053,                   0,            0.003103,            0.003103,            0.003103
                 211,           0.0074585,           0.0033138,                   0,             0.99998,                   1,               0.995,             0.98623,           0.0046138,           0.0017047,                   0,             0.00307,             0.00307,             0.00307
                 212,           0.0075156,           0.0032968,                   0,             0.99998,                   1,               0.995,             0.98617,           0.0046053,           0.0017032,                   0,            0.003037,            0.003037,            0.003037
                 213,           0.0075184,            0.003294,                   0,             0.99998,                   1,               0.995,              0.9862,            0.004604,           0.0017026,                   0,            0.003004,            0.003004,            0.003004
                 214,           0.0075082,           0.0033246,                   0,             0.99998,                   1,               0.995,             0.98626,           0.0046027,           0.0017024,                   0,            0.002971,            0.002971,            0.002971
                 215,           0.0075984,           0.0033491,                   0,             0.99998,                   1,               0.995,             0.98613,           0.0046024,           0.0017021,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.007375,           0.0032404,                   0,             0.99998,                   1,               0.995,             0.98631,           0.0045947,           0.0017008,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.007377,           0.0032458,                   0,             0.99998,                   1,               0.995,             0.98626,           0.0045866,           0.0016994,                   0,            0.002872,            0.002872,            0.002872
                 218,           0.0073112,           0.0032638,                   0,             0.99998,                   1,               0.995,             0.98642,            0.004587,            0.001699,                   0,            0.002839,            0.002839,            0.002839
                 219,           0.0074005,           0.0033174,                   0,             0.99998,                   1,               0.995,             0.98617,           0.0045869,           0.0016987,                   0,            0.002806,            0.002806,            0.002806
                 220,           0.0074329,           0.0032976,                   0,             0.99998,                   1,               0.995,             0.98619,           0.0045864,           0.0016981,                   0,            0.002773,            0.002773,            0.002773
                 221,           0.0073658,           0.0032591,                   0,             0.99998,                   1,               0.995,             0.98622,           0.0045856,           0.0016975,                   0,             0.00274,             0.00274,             0.00274
                 222,           0.0073597,           0.0032149,                   0,             0.99998,                   1,               0.995,             0.98634,           0.0045851,           0.0016972,                   0,            0.002707,            0.002707,            0.002707
                 223,           0.0072836,           0.0032043,                   0,             0.99998,                   1,               0.995,             0.98626,           0.0045846,           0.0016968,                   0,            0.002674,            0.002674,            0.002674
                 224,           0.0073484,           0.0032065,                   0,             0.99998,                   1,               0.995,              0.9863,            0.004584,           0.0016963,                   0,            0.002641,            0.002641,            0.002641
                 225,           0.0073351,            0.003254,                   0,             0.99998,                   1,               0.995,             0.98647,           0.0045833,           0.0016956,                   0,            0.002608,            0.002608,            0.002608
                 226,           0.0072462,           0.0032636,                   0,             0.99998,                   1,               0.995,             0.98625,           0.0045829,           0.0016952,                   0,            0.002575,            0.002575,            0.002575
                 227,           0.0071771,           0.0031781,                   0,             0.99998,                   1,               0.995,             0.98612,           0.0045825,           0.0016947,                   0,            0.002542,            0.002542,            0.002542
                 228,           0.0072095,           0.0032485,                   0,             0.99998,                   1,               0.995,             0.98633,           0.0045806,           0.0016942,                   0,            0.002509,            0.002509,            0.002509
                 229,           0.0072856,           0.0032004,                   0,             0.99998,                   1,               0.995,             0.98641,             0.00458,           0.0016939,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0072389,           0.0031686,                   0,             0.99998,                   1,               0.995,             0.98647,           0.0045799,           0.0016938,                   0,            0.002443,            0.002443,            0.002443
                 231,           0.0071588,           0.0032149,                   0,             0.99998,                   1,               0.995,             0.98653,           0.0045802,           0.0016934,                   0,             0.00241,             0.00241,             0.00241
                 232,           0.0071154,            0.003166,                   0,             0.99998,                   1,               0.995,             0.98648,           0.0045796,            0.001693,                   0,            0.002377,            0.002377,            0.002377
                 233,           0.0071519,           0.0031819,                   0,             0.99998,                   1,               0.995,             0.98656,           0.0045795,           0.0016929,                   0,            0.002344,            0.002344,            0.002344
                 234,           0.0071605,           0.0031938,                   0,             0.99998,                   1,               0.995,             0.98653,           0.0045798,           0.0016925,                   0,            0.002311,            0.002311,            0.002311
                 235,           0.0071358,           0.0032042,                   0,             0.99998,                   1,               0.995,             0.98648,           0.0045791,           0.0016921,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0071501,           0.0031808,                   0,             0.99998,                   1,               0.995,              0.9865,           0.0045764,           0.0016913,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0070659,           0.0031348,                   0,             0.99998,                   1,               0.995,             0.98661,           0.0045761,           0.0016911,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0070594,           0.0031538,                   0,             0.99998,                   1,               0.995,             0.98658,           0.0045742,           0.0016905,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0071212,           0.0031701,                   0,             0.99998,                   1,               0.995,             0.98671,           0.0045738,             0.00169,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0069469,           0.0030792,                   0,             0.99998,                   1,               0.995,             0.98675,           0.0045713,           0.0016893,                   0,            0.002113,            0.002113,            0.002113
                 241,           0.0069553,           0.0031262,                   0,             0.99998,                   1,               0.995,             0.98672,           0.0045639,            0.001688,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0069277,           0.0031367,                   0,             0.99998,                   1,               0.995,             0.98672,           0.0045642,           0.0016875,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0070962,            0.003137,                   0,             0.99998,                   1,               0.995,             0.98681,           0.0045639,           0.0016869,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0069851,           0.0030801,                   0,             0.99998,                   1,               0.995,             0.98693,           0.0045635,           0.0016867,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.006932,           0.0031193,                   0,             0.99998,                   1,               0.995,             0.98676,           0.0045627,           0.0016864,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0069066,           0.0030836,                   0,             0.99998,                   1,               0.995,             0.98678,           0.0045616,            0.001686,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0068914,           0.0030878,                   0,             0.99998,                   1,               0.995,             0.98679,           0.0045618,           0.0016855,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0069189,           0.0030851,                   0,             0.99998,                   1,               0.995,             0.98683,           0.0045617,           0.0016849,                   0,            0.001849,            0.001849,            0.001849
                 249,           0.0067786,           0.0030471,                   0,             0.99998,                   1,               0.995,             0.98703,           0.0045621,           0.0016847,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0068598,             0.00311,                   0,             0.99998,                   1,               0.995,             0.98717,           0.0045599,           0.0016841,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0068063,             0.00309,                   0,             0.99998,                   1,               0.995,             0.98719,           0.0045599,           0.0016838,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.006853,           0.0030881,                   0,             0.99998,                   1,               0.995,              0.9869,           0.0045597,           0.0016833,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0066298,           0.0029811,                   0,             0.99998,                   1,               0.995,             0.98703,             0.00456,           0.0016828,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0067633,           0.0030473,                   0,             0.99998,                   1,               0.995,             0.98726,           0.0045615,           0.0016823,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0067933,           0.0030849,                   0,             0.99998,                   1,               0.995,             0.98712,           0.0045621,           0.0016818,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0066601,           0.0030293,                   0,             0.99998,                   1,               0.995,             0.98722,           0.0045595,           0.0016811,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0067305,           0.0030355,                   0,             0.99998,                   1,               0.995,             0.98712,           0.0045606,           0.0016807,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0066265,           0.0030171,                   0,             0.99998,                   1,               0.995,             0.98704,           0.0045615,           0.0016807,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0065871,           0.0030018,                   0,             0.99998,                   1,               0.995,             0.98717,           0.0045617,           0.0016805,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0066131,           0.0030144,                   0,             0.99998,                   1,               0.995,             0.98694,           0.0045619,           0.0016803,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0066008,           0.0029825,                   0,             0.99998,                   1,               0.995,             0.98709,           0.0045628,           0.0016801,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0065629,           0.0029844,                   0,             0.99998,                   1,               0.995,             0.98697,           0.0045632,           0.0016798,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0065561,           0.0029671,                   0,             0.99998,                   1,               0.995,             0.98711,           0.0045638,           0.0016793,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0065236,           0.0029765,                   0,             0.99998,                   1,               0.995,             0.98722,           0.0045636,           0.0016785,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0065239,           0.0029452,                   0,             0.99998,                   1,               0.995,             0.98706,           0.0045648,           0.0016778,                   0,            0.001288,            0.001288,            0.001288
